Comment,Sentiment,Food,Service,Value,Ambience,Cleanliness,Amenities,Hospitality,Location,Front-Desk,Room
"Highly dissatisfied and disappointed . I checked in late and ordered good and drinks with room service at 10:15pm, 10:45 I call to ask what happened, sir 5 minutes you will be served. 11pm I asked how long is your 5 minutes and response is sir boy is on his way .

11:15pm bell rings and the guy is standing with the drinks and told me other guy is following him with food.

11:45pm they decided to bring food which of course I refused to accept and asked for the manager. No one called or came to see me .

12:15pm I get a call from room service saying sorry sir we forgot your room number despite me having called 3 times to remind them of my order. I asked for manager again and yet again cold shoulder. No one seems to care .

Checkout time I find the food being charged to me which the person in the desk decided to wave off seing my reaction.

I must honestly say I would never return and never recommend anyone. Clean rooms but as long as you have no expectations for service and be prepared for rudeness if front office staff that greeted us on the check-in and ignored everything we said.

Management should wake up and see what their staff is doing.",2,2,2,3,3,1,3,2,3,2,3
"Best business class hotels for urgent trips . The rooms are spacious and well equipped with all basic amenities .
I would choose this hoetl for its location and room price .


Food is average though and the rates for restaurant is a bit high , if thats taken care off then its all great .",1,0,3,0,1,3,3,3,1,3,1
"The hotel has not lived up to the changes of recent times. The services and staffs are too slow and always catching-up. With so many changes in the travel industry, the hotel has to find ways to improve.",2,3,2,3,3,3,3,3,3,3,3
"They have to satisfy customer requirement.
I have paid rs.5100 for just 6 hrs.
After checkout when requested for room for freshen up.they refused.they don't delight customers.I don't recommend this hotel to friends.",2,3,2,3,3,2,3,3,3,2,2
"I am happy with quality of rooms and service , easy check in and true value for money, I will like to prefer this hotel more for a family stay as they have good suites for family to enjoy their stays.",1,3,1,1,3,3,3,3,3,1,1
"The rooms are massive according to the price.. You get a big room with sitting area and a large bathroom at a nominal price.. The breakfast buffet was good and there were plenty of options..
The other good thing about this place is that it is located on the Hosur main road, which is quite accessible.
Also, there is a small shopping complex adjoining the hotel which boasts various shopping stores and dining options..
Overall, stay was good and comfortable.. People at reception were quite helpful.
The only thing I felt that needs improvement is the rooftop swimming pool.. It was not operational at the time of my visit..",1,1,3,1,3,3,3,3,1,3,1
"Frankly, I had to book this hotel because most of the bigger, known hotels were fully booked during that period.

I was hoping that I wont regret my decision.
The excellent rooms and services in Davanam Portico made sure I dont.

This is one boutique hotel with outstanding suites.
The suites are fully equipped- from 2 separate beds, TVs, bathroom, a couch, a study table, large wardrobes, kitchen sink, cooking utensils, gas and cooking range, microwave oven and electric kettle.

Service is quick and friendly.
The hotel itself has two nicely kept restaurants where u can enjoy food.
Food in both is very good.

The only watchout is the location- It is on top of a mall (Total mall called previously) and is almost inconspicious on the road while driving. Parking is an issue and u may need to talk to the hotel to get help in advance.",1,3,1,3,3,3,1,3,3,3,1
"I stayed for 7 days. Excellent service, clean and spacious room. Good spread of breakfast. Big advantage is the Megastore right next to Hotel entrance.

Will definitely stay in this hotel during my next visit to Bengaluru.",1,1,1,3,3,1,3,3,1,3,1
"this is my second time visit to davanam, we were not lucky for a free upgrade like last time but nonetheless the service was flawless and the experience was the same. looking forward for another stay here as we would not want to miss the location, deal,amazing rooms and the service",1,3,1,3,3,3,3,3,1,3,1
"We stayed here for 4 nights in July 2016. The entry and exact location of this hotel may not be great but the overall location is nice and is close to Koramangala and Madiwala.
The reception is decent and beautifully decorated. The check-in was quick and we were offered some delicious chocolates while completing the formalities.
Coming to the best part about the hotel - the rooms. The rooms have to be the best rooms I have ever stayed in. It is humongous. The rooms are so spacious and cozy, you won't want to go anywhere and just stay in the room. It is not just the size but the whole environment of the room which just makes you feel relaxed. It has a special soothing effect. It is beautifully decorated. The rooms are well-maintained and clean. The bathroom as well is spacious and clean.
The staff as well is very courteous and friendly. The room service is quick. The restaurant waiters are incredibly courteous. The security guards are helpful.

Some of the things which can be improved are :-
- Wifi. We weren't provided with the wifi password even after asking for it a several times
- Restaurant food. The food is pretty good but can be improved a lot.",1,3,3,3,1,3,3,3,0,1,3
What a great food and service in this restaurant!! Specially thanks to Mr.Mahabeer Singh Restaurant Manager. He helped us a lot for making our group dinner memorable.I would like to visit again if I come Bangalore.,1,1,1,3,3,3,3,3,3,3,3
"I stayed here for a single night.
Check in was fast and check out was also not took more than 5 minutes. Good
Can't comment on room service as not required in my stay. Room was clean and neat. Very specious. Swimming pool which is on terrace was also good. Person standing there asked me to share feedback.
Restaurant - Service is best. I had dinner as well as breakfast. Satisfied.
Will defiantly visit again.",1,3,0,3,3,3,1,3,3,1,1
"One of the best hotel, I have stayed across the Globe. Rooms are very spacious, comfortable with all the amenities inside it. The staff is really good and always ready to serve you for all your needs.

Excellent restaurant with International as well as Indian cuisine. Hotel is well connected with city.

This place totally surprised me with their service, comfort and hospitality.",1,1,1,3,3,3,1,1,3,3,1
"I stayed at this hotel in October, 2016. It is situated on the Madiwala Main Road where it meets Hosur Road and just adjacent to Total Mall. Kindly note that this road is a one way road and you are not allowed to enter it from the Hosur Road side. The Hotel has a Reception Area on the Ground Floor from where you take an escalator to the Main Reception Area. The entire Hotel gives a feeling of extremely large spaces, something that is quite rare in Bangalore. The Reception Area is huge, their restaurant is large with heavy, difficult to move furniture and their Rooms are really very big. The Room size is approximately 650 sq. ft. with a Kitchenette Area followed by a drawing room and then a bedroom with an attached dressing room and a washroom which is accessible from both the dressing room side and the drawing room. The hotel is very properly maintained and housekeeping attends to the room satisfactorily and there are no reasons to complain. The internet connection for 2 devices is satisfactory and in case of any problems the reception resolves them ASAP. The complimentary breakfast is an extensive spread which caters to all tastes. If you are looking for a large room to stay in South Bangalore, this is the right place. They also have a rooftop pool. All in all, a very good experience.",1,3,1,3,3,3,1,1,2,1,1
"As my other hotel was fully booked so I couldn't extend my stay over there, my local office suggested this hotel and when I got there, the entrance is very small, reception is on 4th floor, check in was fast and got a room on the 7th floor.

Walked inside and the room was massive, kitchen sink, large fridge, sofa in the living room with large TV, walk in cloth changing room, toilet with bath tub, the king size bed has a smaller tv to look at, the bed came with 4 pillows and 4 cushions, a bit too much :) Bed was very comfortable, the room has 2 AC systems and since I came from HK, to access the wifi I had to enter my HK number to register and it worked but not too well, the internet speed was very slow and keeps disconnecting, without good wifi nowadays, it can make or break a hotel.

The restaurant for breakfast, the food was mainly Indian local food and small selection as western, when I got there, there was only around 10 customers but it took me two times asking for Black Coffee to finally get it even though there was plenty of waiters.

Food was ok at breakfast and the menu inside the room has many choices and the price was reasonable but I didnt have time to try it.

Outside the room in the very long corridors they constantly play music through speakers from the sealing, very scary in the evenings depending on what music is being played as the corridors is very LONG and not very bright, inside the room you can sometimes hear the music which I thought was actually coming from the shopping centre below.

My room window looked down inside the shopping centre so no traffic noise was heard.

Below the hotel and right next door is a Shopping centre which has Mc Donalds, KFC and a local restaurant, 3 floors of a large supermarket but not much else, good for walking around for a short time.

As the Wifi speed was really horrible I would only stay here again if my other hotels were fully booked even though the price is very good.",1,0,2,0,3,3,2,3,1,3,1
"Excellent king size comfortable rooms. It gives you a feeling as if you are staying at your home. The staff here are courteous and always ready to serve you on your inputs/requirements.
We have done an event for our employees and the hotel logistics was done seamlessly by Ms. Razia. I am really grateful to her and would look forward to work with her again.

The food and drinks are delicious. The chef is very friendly, he is polite enough to take order for us directly.
The hotel is well connected. There is a small mall which is hardly 50 steps far from the hotel porch. The only not so good part is the vegetable/fruit market which is near to the hotel.

Really appreciate your amazing service! Good job team and keep it up!",1,3,1,3,3,3,3,1,3,3,1
I had a bit of difficult time to chase the staff to get a thing as trivial a leaky lap. The breakfast was never a great experience as the staff did not really make me feel welcome. They did not seem to enthusiastic to help.,2,2,2,3,3,3,3,2,3,3,3
In connection with my official tour I used to stay in hotel almost in every state but first time I stayed at Davanam. Really it was a good experience. It has a big comfortable clean rooms equipped with all necessary facilities.,1,3,3,3,3,1,3,3,3,3,1
Although some may not find the location of the hotel to be ideal but to a business traveler like me having the hotel close to the highway and adjacent to a mall is what worked for me. Good food and huge luxurious rooms. Recommended for all looking for luxurious stay at a reasonable price!,1,3,3,1,3,3,3,3,1,3,1
"I was not expecting to be such a lavish stay. Its one of the most premium properties of Sarovar Portico, across the nation. Rooms were super spacious and ambiance was also great. Nevertheless food will make your palate fall in love with it. Over all a great experience !!!

One request, please tell your staff (at top floor, near swimming pool) to behave with Indian Customers, the way they treat with foreign customers. Customers are customers, whether they are Indians or Foreigners.",1,1,3,3,1,3,3,2,3,3,1
